Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer
7 Days to Die,XOne,2016.0,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,The Fun Pimps Entertainment LLC
Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,Fluid Studios
Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,30.0,Sensory Sweep
Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,Capcom
Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,60.0,Climax Group
Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,78.0,Codo Games
F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,Codemasters Birmingham
Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,Acclaim Studios Manchester
Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72.0,Shift
Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,42.0,Papaya Studios
Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,Matrix Software
NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,53.0,Acclaim
Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,58.0,Razorback Developments
Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,83.0,Paradox Development Studio
Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,70.0,Raylight Studios
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,Double Helix Games
Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,Black Box
Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,CI Games
Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,66.0,Icon Games
Blood Omen 2,GC,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,71.0,Crystal Dynamics
Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,66.0,Now Production
Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,36.0,Cowboy Rodeo
Carve,XB,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05,64.0,Argonaut Games
BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,55.0,Terminal Reality
GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.05,62.0,Q Entertainment
Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,Double Helix Games
WTA Tour Tennis,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05,50.0,Konami
Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,66.0,Omega Force
FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,76.0,Exient Entertainment
Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,65.0,Micro Cabin
The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05,76.0,Cranberry Production
Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,Airtight Games
Activision Hits: Remixed,PSP,2006.0,Misc,Activision,0.05,0.0,0.0,0.0,0.05,75.0,Digital Eclipse
Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,78.0,UGA
MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,59.0,Blue Shift
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,57.0,Idea Factory
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,Taito Corporation
UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,74.0,EA Canada
Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,Kalypso
Taito Legends Power Up,PSP,2007.0,Action,Destineer,0.05,0.0,0.0,0.0,0.05,41.0,Empire Oxford
Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,Imagineer
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,1C: Maddox Games
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,71.0,Midway
Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,58.0,Studio Archcraft
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,68.0,Backbone Entertainment
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,Shaba Games
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,Inti Creates
Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,Grasshopper Manufacture
Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,43.0,Team Ninja
Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,59.0,Lexis Numerique
Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,Electronic Arts
Domino Rally,Wii,2007.0,Action,Nordcurrent,0.05,0.0,0.0,0.0,0.05,57.0,RED Entertainment
King Arthur,XB,2004.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,61.0,Krome Studios
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,"THQ, 1C, 1C Company"
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,67.0,Nippon Ichi Software
Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,Ubisoft Montreal
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,Techland
PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,"Namco Bandai Games, Monkey Bar Games"
Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05,58.0,Amusement Vision
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,EA Canada
F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,Codemasters
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,46.0,Ubisoft
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,58.0,Engine Software
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,InXile Entertainment
Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,54.0,Argonaut Games
Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,46.0,NanaOn-Sha
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05,79.0,From Software
Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,Neon Studios
Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,Immersion Software & Graphics
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,70.0,Doki Denki
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,Ubisoft
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,66.0,Interplay
IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,Codemasters
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,74.0,Taito Corporation
Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,69.0,Climax Group
Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,Tripwire Interactive
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,Sega AM2
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,High Voltage Software
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,Colossal Order
Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,3DO
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,Omega Force
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,Point of View
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,Deep Silver
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,Deck 13
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,Codemasters
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,InXile Entertainment
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,77.0,Cave
MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,"Buka Entertainment, Targem Games"
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,WayForward
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,Sonic Powered
Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05,71.0,Noise Factory
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,Exient Entertainment
Downforce,PS2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,69.0,SmartDog
Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,Neverland
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,2K Marin
Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,53.0,Gameinvest
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,Shin'en
Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,Suzak
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,Terminal Reality
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,Iron Galaxy Studios
Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,Genki
Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58.0,Cave
The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,Smilebit
Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05,58.0,Amaze Entertainment
Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,Atomic Planet Entertainment
Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,73.0,Game Sauce
Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,From Software
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,Mass Media
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,49.0,Ubisoft
Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,51.0,Indie Built
Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,Free Radical Design
Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,84.0,Sonic Team
Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.02,0.02,0.0,0.05,68.0,Examu
Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,Konami
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,PopCap
Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,5pb
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,Prope
Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,Wideload Games Inc.
Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,Acclaim Studios Cheltenham
ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,62.0,KCEO
OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,Sumo Digital
Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,Arkane Studios
Zumba Fitness Core,X360,2012.0,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,77.0,Zoe Mode
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,Arc System Works
Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,Radical Entertainment
Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,70.0,Iridon Interactive AB
Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,LucasArts
The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,Mass Media
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05,58.0,High Voltage Software
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,73.0,Krome Studios
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,PopCap
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,"10tacle Studios, Fusionsphere Systems"
George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05,44.0,Crave
Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65.0,Treasure
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,Now Production
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,"Next Level Games, Nintendo"
Rogue Ops,GC,2003.0,Action,Kemco,0.04,0.01,0.0,0.0,0.05,65.0,Bits Studios
DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,Codemasters
Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,Overkill Software
Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,48.0,Eutechnyx
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,EKO Software
Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,"Taito Corporation, 505 Games"
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,Sega
Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,Outrage Games
Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,40.0,Saffire
Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,Papaya Studios
Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,Gaming Minds Studios
Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,52.0,One Man Band
Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,48.0,Carapace
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,49.0,Big John Games
Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05,77.0,Taito Corporation
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,Volition Inc.
ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,71.0,PuzzleKings
Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,Team 17
World Series of Poker,GC,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,44.0,Activision
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,PopCap
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,Crawfish Interactive
Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05,54.0,Natsume
Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,Raven Software
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,Dusenberry Martin Racing
Cartoon Network Racing,DS,2006.0,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,55.0,Firebrand Games
Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,Bandai
Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,Ubisoft Montreal
Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,Halfbrick Studios
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,Vanilla Ware
Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,Epicenter Studios
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,Liquid Dragon Studios
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,Hothouse Creations
Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,HB Studios Multimedia
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,Relic
Taito Legends,XB,2005.0,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05,74.0,Empire Oxford
Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,Mass Media
Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,Treasure
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,Omega Force
Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,Digital Anvil
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,Traveller's Tales
American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,69.0,Starfish
American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,54.0,Creat Studios
Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,EA Canada
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,Tecmo
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,EA Sports
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,EA LA
LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,TT Games
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,Black Box
Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,Codemasters
Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,Koei
MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,Left Field Productions
Ribbit King,GC,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,Bandai
Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,Cranky Pants Games
Empire Earth,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,Stainless Steel Studios
DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,WayForward
Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,Team 17
ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,KCEO
StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,Blizzard Entertainment
World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,Blade Interactive
Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,Full-Fat
V-Rally 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82.0,Velez & Dubail
B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,FreeStyleGames
Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,DreamFactory
Robotech: Invasion,XB,2004.0,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,59.0,Vicious Cycle
Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,Black Box
Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,Hudson Soft
Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,Renegade Kid
Snoopy vs the Red Baron,PSP,2006.0,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,Smart Bomb Interactive
Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,Sumo Digital
Raze's Hell,XB,2005.0,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,Artech Studios
Far Cry,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,Crytek
Hoshigami: Ruining Blue Earth,PS,2001.0,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,Max Five
GunPey DS,DS,2006.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,70.0,Q Entertainment
NightCaster II: Equinox,XB,2002.0,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,Jaleco Entertainment
Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,VSTEP
Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,Flying Tiger Development
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,Konami Software Shanghai
Pro Evolution Soccer 2017,XOne,2016.0,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,Konami
FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,EA Sports
Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,"Red Storm Entertainment, Ubisoft Montreal"
Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,Pandemic Studios
The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,Maxis
